source_channel,source_index,video_title,primary_pattern_grammar,secondary_pattern_grammars,url,duration_hms,fit_status,score,reason
Ali Abdaal,589,Finding out my Foundation Year Jobs - Quick update,Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=q2lBRhswDh8,3:12,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,590,How to study for exams - Evidence-based revision tips,Evidence-Based Self-Improvement Essay,Study / Exam Success Playbook,https://www.youtube.com/watch?v=ukLnPbIffxE,20:59,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,591,Pakistan Society Ball - Cambridge University medical student VLOG #28,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=JHjREDj7Tag,8:43,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,592,Exam Revision Tips with Ibz Mo,Study / Exam Success Playbook,Interview / Conversation,https://www.youtube.com/watch?v=ISjkHuJYTPw,16:30,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,593,"Q & A - 5,000 Subscribers!",Q&A / Community Relationship,Creator Business Playbook,https://www.youtube.com/watch?v=ZuarurfP4BA,16:16,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,594,What happens after medical school - UK medical training explained,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=-8VOMX5JYoQ,10:47,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,595,A day on GP placement - Cambridge University medical student VLOG #27,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=upcExv17By4,5:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,596,Monthly Favourites #2 - Ali Abdaal,Day-in-the-Life / Identity Vlog,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=bvTkOIkiYu0,17:44,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,597,Lacrosse and A&E - Cambridge University medical student VLOG #26,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=8-edcK66xZM,4:04,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,598,Breaking Bad News / Death & Dying - Cambridge medical student VLOG #25,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=ABED1GjTUrk,12:20,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,599,Another Day of Fun (La La Land) - The Prion King | Addenbrooke’s Hospital Pantomime 2018,Performance / Music Archive,,https://www.youtube.com/watch?v=G-QC4mT8bXA,2:41,no_heygen_fit,5,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Performance / Music Archive.
Ali Abdaal,600,Medicine Application - No offers?,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=RZBZVWONSTs,18:50,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,601,Monthly Favourites #1 - Ali Abdaal,Day-in-the-Life / Identity Vlog,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=aWpd9JYyNEs,12:26,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,602,Life Support Training - Cambridge University medical student VLOG #24,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=LpM4QXb9lhk,2:36,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,603,Flying a drone around Iceland - Winter VLOG,Day-in-the-Life / Identity Vlog,,https://www.youtube.com/watch?v=Qsf3j59SVJg,6:03,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,604,Charlie Gard - Medical Ethics and Law,Public Health / Medical Explainer,,https://www.youtube.com/watch?v=43swgRhxbmk,28:08,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Ali Abdaal,605,Christmas in the Cotswolds - Ali's Vlog #23,Day-in-the-Life / Identity Vlog,,https://www.youtube.com/watch?v=se2dPdzxQ5E,3:46,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,606,Legalising Assisted Suicide? - Medical Ethics and Law,Public Health / Medical Explainer,,https://www.youtube.com/watch?v=uWhrfeCH9Zg,26:49,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Ali Abdaal,607,My University Desk Setup - Cambridge Medical Student,Personal Operating System / Productivity Framework,Study / Exam Success Playbook; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=zdew7At9S2U,5:25,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,608,Euthanasia - Medical Ethics and Law at the end of life,Public Health / Medical Explainer,,https://www.youtube.com/watch?v=1dIU1YhZX94,17:38,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Ali Abdaal,609,"Magic, pizza and SJT - Ali's Vlog #22",Day-in-the-Life / Identity Vlog,,https://www.youtube.com/watch?v=PdlRNq3eMkQ,4:30,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,610,Preparing for the SJT - Ali's Vlog #21,Day-in-the-Life / Identity Vlog,,https://www.youtube.com/watch?v=k0WvM8ZezVU,3:46,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,611,Finishing finals - Cambridge University medical student VLOG #20,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=R2E3zGFqgTM,4:15,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,612,Procrastinating before finals - Cambridge University medical student VLOG #19,Evidence-Based Self-Improvement Essay,Study / Exam Success Playbook; Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=oFBdXVnGgx0,5:07,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,613,Singing carols in the hospital - Cambridge University medical student VLOG #18,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=CCzBoNeBKXc,5:48,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,614,"Consent, Capacity and Jehovah's Witnesses - Medical Ethics & Law for interviews",Public Health / Medical Explainer,Interview / Conversation,https://www.youtube.com/watch?v=iGeDiXtJTRs,25:45,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Public Health / Medical Explainer.
Ali Abdaal,615,Finals study sesh - Cambridge University medical student VLOG #17,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=LpjF5K0SXH8,2:15,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,616,How to answer Medical Ethics interview questions,Q&A / Community Relationship,Public Health / Medical Explainer; Interview / Conversation,https://www.youtube.com/watch?v=4QtYOmblLOY,26:21,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,617,A&E Night Shift - Cambridge University medical student VLOG #16,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=xS9LPyGbM0E,4:52,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,618,"Medicine Interview Questions - How to answer ""What's your biggest weakness?""",Q&A / Community Relationship,Study / Exam Success Playbook; Interview / Conversation,https://www.youtube.com/watch?v=JSt4SZ7i5F0,10:34,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,619,Ambulance Day - Cambridge University medical student VLOG #15,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=4cYeHxVLqZ8,4:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,620,"Medicine Interview Questions - How to answer ""Why should we choose you?""",Q&A / Community Relationship,Study / Exam Success Playbook; Reflective Life Essay; Interview / Conversation,https://www.youtube.com/watch?v=Q87NzojhZDI,13:59,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,621,Students' Wilderness Medicine UK Conference - Cambridge University medical student VLOG #14,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=wq4b928Q32g,6:28,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,622,Oxbridge Medicine Interview - Q&A,Q&A / Community Relationship,Study / Exam Success Playbook; Interview / Conversation,https://www.youtube.com/watch?v=4LN1eqJcTaU,22:29,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,623,Speaking at a Medical Tech Conference - Cambridge University medical student VLOG #13,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=TdCaWsDb7uo,6:46,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,624,Medicine Interview Tips - Dealing with Nerves,Study / Exam Success Playbook,Interview / Conversation,https://www.youtube.com/watch?v=yfkc_KaWbsQ,10:43,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,625,Malignant haematology supervision - Cambridge University medical student VLOG #12,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=z_0Npoa3lCQ,4:17,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,626,Medicine Interview Tips - Talking about Work Experience,Study / Exam Success Playbook,Interview / Conversation,https://www.youtube.com/watch?v=K5bvWmvtarI,19:10,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,627,Clinical School Pantomime audition - Cambridge University medical student VLOG #11,Performance / Music Archive,Study / Exam Success Playbook; Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=rvuXtQILJcM,5:39,partial_heygen_fit,5,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Performance / Music Archive.
Ali Abdaal,628,Oxbridge Medicine Interview - 15 Tips (Oxford / Cambridge),Study / Exam Success Playbook,Interview / Conversation,https://www.youtube.com/watch?v=s6NR6YQcxyA,13:32,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,629,6 tips for Medicine MMIs - Multiple Mini Interviews,Study / Exam Success Playbook,Interview / Conversation,https://www.youtube.com/watch?v=mwGFRi4kLRQ,4:23,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,630,Speaking on Live TV - Cambridge University medical student VLOG #10,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=eOamw4SB5T8,2:38,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,631,Cambridge Medicine Interview - Experiences of 8 students,Study / Exam Success Playbook,Interview / Conversation,https://www.youtube.com/watch?v=iIdqPeI-Po0,12:19,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,632,"Interview Tips - How to answer ""Why Medicine?""",Study / Exam Success Playbook,Reflective Life Essay; Interview / Conversation,https://www.youtube.com/watch?v=1lMCGdVAgGQ,12:52,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,633,My first lecture for medical students - Cambridge University medical student VLOG #09,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=heN8Zo8f45I,2:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,634,How to prepare for Medicine Interviews,Study / Exam Success Playbook,Interview / Conversation,https://www.youtube.com/watch?v=uY01uhhIuzI,13:22,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,635,"Applying to Medicine at Oxford or Cambridge - Questions to ask yourself, open days, stereotypes",Q&A / Community Relationship,Study / Exam Success Playbook,https://www.youtube.com/watch?v=AuORG4zFcXw,9:04,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,636,Cambridge International Mental Health Conference - Cambridge University medical student VLOG #08,Evidence-Based Self-Improvement Essay,Study / Exam Success Playbook; Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=ecKHOHmPq1g,5:14,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,637,Apple picking in the Queen's orchards - Cambridge University medical student VLOG #07,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=vMJKprNmEEg,3:48,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,638,How to write a Medicine Personal Statement - 13 tips,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=UJmz89F_bqA,10:17,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,639,"Obstetrics, Gynaecology and Baking - Cambridge University medical student VLOG #06",Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=Q6fwLEO3G3Q,3:51,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,640,A day on Senior Medicine placement - Cambridge University medical student VLOG #05,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=1wLNDHVQxU4,4:12,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,641,Midnight Medical Emergency  - Cambridge University medical student VLOG #04,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=QxXwfMrWYPE,2:58,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,642,Wilderness Medicine Expedition - Cambridge University medical student VLOG #03,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=-6YiD77uWD8,5:31,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,643,Journey to placement - Cambridge University medical student VLOG #02,Life Update / Personal Milestone,Study / Exam Success Playbook; Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=U31WDm6RNYc,7:33,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Life Update / Personal Milestone.
Ali Abdaal,644,Final year begins - Cambridge University medical student VLOG #01,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=MpevcHafHZI,3:19,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,645,BMAT Section 3 Essay - Everything you need to know | BMAT Tips series,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=GT9ZQX1OS68,15:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,646,The best day! Motorbiking up the coast of Vietnam - Cambridge Medical Elective #12,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=oHjMygB8y4k,5:56,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,647,Tailored suits in Hoi An (Vietnam) - Cambridge Medical Elective #11,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=wiuEDpZGAw8,4:17,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,648,Ho Chi Minh City (Vietnam) - Cambridge Medical Elective #10,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=sDFe-OJmVXc,7:21,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,649,Temples of Siem Reap (Cambodia) - Cambridge Medical Elective #09,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=OQs0fYHPzho,4:04,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,650,The Bat Caves of Battambang (Cambodia) - Cambridge Medical Elective #08,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=nTookJPZiTU,5:11,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,651,AirBnB Tour + Offered Drugs (Cambodia) - Cambridge Medical Elective #07,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=g4ukmp-hn8Y,3:25,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,652,BMAT Section 2 Maths - 3 tips to boost your score | BMAT Tips Series,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=UI2fzaXO78E,8:31,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,653,Sunset over Phnom Penh (Cambodia) - Cambridge Medical Elective #06,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=nx8wnXdEYG8,3:04,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,654,Animating the prototype | Medical Students Making an App - Episode 5,Skill Masterclass / Deep Tutorial,Study / Exam Success Playbook; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=-dw8fYgBK1I,3:24,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Skill Masterclass / Deep Tutorial.
Ali Abdaal,655,Coffee & Sushi (Cambodia) - Cambridge Medical Elective #05,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=tJDgQv_W15s,2:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,656,How to design an app | Medical Students Making an App - Episode 4,Study / Exam Success Playbook,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=Bmxjb3qThWI,5:15,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,657,The Temple in the Sky (Cambodia) - Cambridge Medical Elective #04,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=W5L9oZN9LeM,3:16,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,658,How to make a website in 5 minutes | Medical Students Making an App - Episode 3,Study / Exam Success Playbook,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=Xk0e6XZUyrQ,4:46,strong_heygen_fit,3,Strong enough title-level fit to existing HeyGen grammar.
Ali Abdaal,659,WE HAVE A COOL NAME | Medical Students Making an App - Episode 2,Study / Exam Success Playbook,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=MhUljoWSzSk,4:14,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,660,We're trying something new... | Medical Students Making an App - Episode 1,Study / Exam Success Playbook,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=8LOB92gjgww,3:56,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,661,5 Star Hotel Poolside (Cambodia) - Cambridge Medical Elective #03,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=c5o1I7S7_Iw,4:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,662,BMAT Section 2 Chemistry - How to speed up your calculations | BMAT Tips series,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=f_3IrUKQAQ8,5:34,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,663,The Children's Surgical Centre (Cambodia) - Cambridge Medial Elective #02,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=z2xKvVNZgL0,4:46,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,664,Why I'm starting a Vlog - Cambridge Medical Elective #01,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog; Reflective Life Essay,https://www.youtube.com/watch?v=e4yXab6Zc9A,3:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,665,How to prepare for BMAT Section 2 Chemistry | BMAT Tips series,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=rs2BRk-RMJA,3:33,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,666,How to prepare for BMAT Section 2 Biology | BMAT Tips series,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=VRaUyEY4Pnc,2:39,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,667,"How to prepare for BMAT Section 2 Physics, even if you're not doing it at A-Level | BMAT Tips series",Study / Exam Success Playbook,Reflective Life Essay,https://www.youtube.com/watch?v=XcZnSSmeK2I,4:48,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,668,BMAT Section 2 - Everything you need to know | BMAT Tips series,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=HGTzYlkT5Ww,4:16,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,669,BMAT Section 1 - Everything you need to know | BMAT Tips series,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=fVkc5hr_FhA,5:48,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,670,The Man Who Can't Be Moved (The Script) - Duranka Perera & Ali Abdaal acoustic cover,Performance / Music Archive,Life Update / Personal Milestone,https://www.youtube.com/watch?v=vdmg-KAx9yE,3:41,no_heygen_fit,5,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Performance / Music Archive.
Ali Abdaal,671,How to Save a Life (The Fray) - Duranka Perera cover,Performance / Music Archive,,https://www.youtube.com/watch?v=34ehGQMt5l4,3:09,partial_heygen_fit,5,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Performance / Music Archive.
Ali Abdaal,672,Let It Go (James Bay) + Stitches (Shawn Mendes) Mashup - Sam Ahmed [Esayem Music] & Suhail Idrees,Performance / Music Archive,,https://www.youtube.com/watch?v=AAnIrWVVFsM,3:13,no_heygen_fit,5,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Performance / Music Archive.
Ali Abdaal,673,When I Was Your Man (Bruno Mars) - Duranka Perera cover,Performance / Music Archive,,https://www.youtube.com/watch?v=FEUIxnnW5-w,3:33,no_heygen_fit,5,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Performance / Music Archive.
Ali Abdaal,674,Thinking Out Loud (Ed Sheeran) - Ali Abdaal & Suhail Idrees,Performance / Music Archive,,https://www.youtube.com/watch?v=d2sMEE1NrFc,3:42,no_heygen_fit,5,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Performance / Music Archive.
Ali Abdaal,675,Payphone (Maroon 5) - Katherine Macfarland & Ali Abdaal acoustic cover,Performance / Music Archive,,https://www.youtube.com/watch?v=7APfFjfnNBc,2:35,no_heygen_fit,5,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Performance / Music Archive.
Ali Abdaal,676,Rolling in the Deep (Adele) - Duranka Perera & Ali Abdaal acoustic cover,Performance / Music Archive,,https://www.youtube.com/watch?v=XJHM0fEH3ss,2:29,no_heygen_fit,5,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Performance / Music Archive.
Ali Abdaal,677,All of Me (John Legend) - Duranka Perera,Performance / Music Archive,,https://www.youtube.com/watch?v=LQ3Mu8A7gjY,1:43,no_heygen_fit,5,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Performance / Music Archive.
HeyGen sample,,(NEW) Motion Avatar + (Update) Url to Ads,Feature Launch Story,Capability Demo,,,,,
HeyGen sample,,AI-Powered Video Newsletters in Minutes | Create Video Updates with HeyGen,Use-Case Solution Playbook,Quick Win Tutorial,,,,,
HeyGen sample,,Automate Your Sales Pitch with AI Video | HeyGen for Scalable Sales,Use-Case Solution Playbook,Customer Proof Story,,,,,
HeyGen sample,,"Avatar IV, Pixar Avatars, & Digital Twins?! | HeyGen's Questions of the Week",Behind-The-Build / Roadmap Narrative,Feature Launch Story,,,,,
